model,cv_fold,mae,rmse_recursive,rmse_1day,r2_1day,r2_recursive,lag_n
Ridge_at,1,0,0.619651085542834,0.23313000278652846,0.9009362663583976,0.2924445006199061,7
Ridge_at,2,0,0.648956807208846,0.3075050234134467,0.8743270371613301,0.4826778931226997,7
Ridge_at,3,0,0.41355489480277646,0.18277826070349534,0.9304317347210218,0.6067646045630318,7
Ridge_at,4,0,0.5938230803638463,0.2590057301554978,0.9206208756734989,0.5712925512971738,7
