ts,twd,pr,at,ws,dp,sr,lr,series,site_name,species,series_no,Wt,year,month,year_month
2021-10-30,0.193557227628768,0.13495793009425,6.29090016682943,2.02579524368048,5.03589782714846,36.1192912554252,328.973898569743,series_40,Neunkirch-North,Fagus sylvatica,22,-0.0829384049371,2021,10,2021-10
2021-10-31,0.180980987419891,0.061424315934687,10.3999076843262,1.10276469836632,9.17586288452151,66.425228985725,338.430497487386,series_40,Neunkirch-North,Fagus sylvatica,22,-0.012576240208877015,2021,10,2021-10
2021-11-01,0.0076700450985046,0.417067320626605,8.32445805867513,1.92245778689782,7.17051595052084,31.8224809650177,335.512051900228,series_40,Neunkirch-North,Fagus sylvatica,22,-0.17331094232138639,2021,11,2021-11
2021-11-02,0.0,0.17548008251679,5.87542114257815,1.93136928975582,4.34893697102865,50.380078075182,309.061714172363,series_40,Neunkirch-North,Fagus sylvatica,22,-0.0076700450985046,2021,11,2021-11
2021-11-03,0.0098469261808687,0.171704023382821,4.7887893676758,2.05804428954919,3.54764582316085,34.9698195399251,320.767719268799,series_40,Neunkirch-North,Fagus sylvatica,22,0.0098469261808687,2021,11,2021-11
2021-11-04,0.0043536434844528,0.0669780358415058,4.15868403116866,3.78639597445726,1.92209777832034,60.503090076847,300.951216379801,series_40,Neunkirch-North,Fagus sylvatica,22,-0.005493282696415901,2021,11,2021-11
2021-11-05,0.0,0.020894214767947,4.56401341756185,1.33029951900244,2.76969553629561,54.2263949744326,293.566517512004,series_40,Neunkirch-North,Fagus sylvatica,22,-0.0043536434844528,2021,11,2021-11
2021-11-06,0.0580076430097318,2.52660480697386e-05,3.29559605916342,1.6209772080183,1.31307754516604,81.4287318461187,250.520000457764,series_40,Neunkirch-North,Fagus sylvatica,22,0.0580076430097318,2021,11,2021-11
2021-11-07,0.0365393781153572,0.001394602380202,3.60529734293624,2.43264145652453,1.7023864746094,68.5983083943138,293.361280441284,series_40,Neunkirch-North,Fagus sylvatica,22,-0.021468264894374603,2021,11,2021-11
2021-11-08,0.0631559221457394,0.01777950574062,4.7470591227214,1.94533971697092,2.22797546386721,72.207089133289,271.478527069092,series_40,Neunkirch-North,Fagus sylvatica,22,0.026616544030382196,2021,11,2021-11
2021-11-09,0.119306954664135,-8.98585135189478e-08,2.99104970296224,2.90761102239291,0.0755287170410384,79.4326690313173,232.543113072713,series_40,Neunkirch-North,Fagus sylvatica,22,0.05615103251839561,2021,11,2021-11
2021-11-10,0.135579729408972,-9.1935646651109e-07,3.21700439453127,1.50609260052443,1.64362360636397,59.1395416648593,277.691050211589,series_40,Neunkirch-North,Fagus sylvatica,22,0.016272774744837,2021,11,2021-11
2021-11-11,0.120095680037978,-1.40838565698687e-06,2.59323145548507,1.38643322885036,1.69961954752608,55.8022132208959,273.570035298665,series_40,Neunkirch-North,Fagus sylvatica,22,-0.015484049370994,2021,11,2021-11
2021-11-12,0.073972988369333,3.23310052211904e-07,3.43986536661788,1.12804087003072,3.15397033691409,32.2633787145217,326.698818206787,series_40,Neunkirch-North,Fagus sylvatica,22,-0.04612269166864501,2021,11,2021-11
2021-11-13,0.0,0.0915219428910277,4.56206537882491,1.34080070008834,4.0754384358724,29.6946849333132,329.227175394694,series_40,Neunkirch-North,Fagus sylvatica,22,-0.073972988369333,2021,11,2021-11
2021-11-14,0.0,0.272294390424501,6.19408696492513,2.56352946658929,4.9833859761556,21.0253637937615,335.396191914876,series_40,Neunkirch-North,Fagus sylvatica,22,0.0,2021,11,2021-11
2021-11-15,0.0305707097080465,2.2013981379132e-05,5.03422826131185,3.30844449996948,3.39371897379561,30.0787565840195,328.184961954753,series_40,Neunkirch-North,Fagus sylvatica,22,0.0305707097080465,2021,11,2021-11
2021-11-16,0.0664335390458106,0.0001062226996708,4.4433532714844,1.04557433476051,2.97913004557296,30.4112807301378,325.309566497803,series_40,Neunkirch-North,Fagus sylvatica,22,0.03586282933776411,2021,11,2021-11
2021-11-17,0.0899019226204605,0.0042742238535993,3.9277448018392,1.56790793935458,2.25231450398763,15.7048662149076,318.863493601481,series_40,Neunkirch-North,Fagus sylvatica,22,0.023468383574649893,2021,11,2021-11
2021-11-18,0.105784713980536,0.0005425889834377,3.70340627034506,1.02106075485547,2.1324287414551,56.9528963358025,276.502189000448,series_40,Neunkirch-North,Fagus sylvatica,22,0.015882791360075504,2021,11,2021-11
2021-11-19,0.0832929266555898,-7.03741176518354e-07,1.5342956542969,0.908911238114039,1.09350229899093,41.7978296582587,303.988585789998,series_40,Neunkirch-North,Fagus sylvatica,22,-0.022491787324946208,2021,11,2021-11
2021-11-20,0.010968407310705,1.16135081196234e-05,1.74238357543948,1.32168193658193,1.42962290445968,20.7456757907106,321.180503845215,series_40,Neunkirch-North,Fagus sylvatica,22,-0.07232451934488479,2021,11,2021-11
2021-11-21,0.0,0.0054645789991596,1.91974411010744,1.76736427098513,1.16798171997073,36.4478395400608,314.849375406901,series_40,Neunkirch-North,Fagus sylvatica,22,-0.010968407310705,2021,11,2021-11
2021-11-22,0.0,0.073764836732759,2.94511820475265,3.95907211800416,0.909844970703148,18.293182683153,315.559908548991,series_40,Neunkirch-North,Fagus sylvatica,22,0.0,2021,11,2021-11
2021-11-23,0.114420270591028,0.0009575413829926,1.87758789062502,4.67038929462433,-0.658054097493448,42.8296705565687,283.548239390055,series_40,Neunkirch-North,Fagus sylvatica,22,0.114420270591028,2021,11,2021-11
2021-11-24,0.246353168763352,0.0004452611480398,1.50371195475265,2.14414506405592,-0.448528035481729,28.5890814866289,308.683490753174,series_40,Neunkirch-North,Fagus sylvatica,22,0.131932898172324,2021,11,2021-11
2021-11-25,0.167065202943271,0.0253491109106487,1.07941589355471,1.0711730842789,0.042909240722679,37.2722619985288,303.003059387207,series_40,Neunkirch-North,Fagus sylvatica,22,-0.07928796582008099,2021,11,2021-11
2021-11-26,0.0950264419653454,0.0937658516844143,-0.152722422281897,2.56684890886148,-0.872605387369788,23.6096434268596,302.066623051961,series_40,Neunkirch-North,Fagus sylvatica,22,-0.07203876097792561,2021,11,2021-11
2021-11-27,0.0463086873961548,0.11183425642624,0.56216710408529,2.48477436602116,-0.76876551310221,34.5506601388624,283.48531850179,series_40,Neunkirch-North,Fagus sylvatica,22,-0.048717754569190606,2021,11,2021-11
